,i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
3554,210712,2019,ziguinchor,2,2,1,4,0,1,0,0,1,1,0,0,2,0,1,1,1,1,2.197224577
3555,21072,2019,ziguinchor,2,2,2,2,0,0,0,0,2,0,0,2,1,0,0,1,1,1,2.079441542
3556,21073,2019,ziguinchor,2,1,4,2,2,0,1,0,1,0,0,1,1,2,1,0,0,0,2.197224577
3557,21074,2019,ziguinchor,1,4,2,1,0,1,1,0,0,1,1,2,1,1,0,0,0,0,2.079441542
3558,21075,2019,ziguinchor,3,2,1,2,0,0,0,0,1,0,0,3,1,1,1,1,0,0,2.079441542
3559,21076,2019,ziguinchor,4,0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,2,1.945910149
3560,21077,2019,ziguinchor,4,4,4,4,1,1,1,2,1,1,1,0,2,3,2,1,0,0,2.772588722
3561,21078,2019,ziguinchor,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
3562,21079,2019,ziguinchor,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1.386294361
3563,2108,2019,dakar,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1.098612289
3564,2109,2019,dakar,3,2,1,4,0,1,0,0,0,0,1,1,4,2,0,1,0,0,2.302585093
3565,21091,2019,ziguinchor,4,0,0,3,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1.945910149
3566,210910,2019,ziguinchor,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
3567,210911,2019,ziguinchor,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
3568,210912,2019,ziguinchor,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.098612289
3569,21092,2019,ziguinchor,4,5,3,3,0,2,2,0,0,1,1,2,1,0,2,3,0,1,2.708050201
3570,21093,2019,ziguinchor,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1.098612289
3571,21094,2019,ziguinchor,3,2,1,3,0,0,0,0,1,1,0,1,3,1,0,0,0,2,2.197224577
3572,21095,2019,ziguinchor,2,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1.609437912
3573,21096,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
3574,21097,2019,ziguinchor,3,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1.791759469
3575,21098,2019,ziguinchor,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1.609437912
3576,21099,2019,ziguinchor,3,3,3,5,1,0,0,2,2,0,0,1,1,1,3,1,1,1,2.63905733
3577,21111,2019,ziguinchor,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.386294361
3578,211110,2019,ziguinchor,5,5,4,4,0,0,1,1,1,1,2,4,4,2,0,1,0,1,2.890371758
3579,211111,2019,ziguinchor,3,1,2,2,1,0,0,0,1,1,0,0,1,1,1,1,0,1,2.079441542
3580,211112,2019,ziguinchor,1,2,1,2,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1.791759469
3581,21112,2019,ziguinchor,2,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1.609437912
3582,21113,2019,ziguinchor,2,1,2,4,0,0,0,1,1,0,2,1,2,0,1,1,0,0,2.197224577
3583,21114,2019,ziguinchor,5,2,3,7,0,0,0,0,2,1,1,1,5,1,2,2,0,2,2.833213344
3584,21115,2019,ziguinchor,4,5,0,3,0,1,0,1,0,1,1,2,1,0,0,1,1,3,2.48490665
3585,21116,2019,ziguinchor,3,1,3,3,1,0,0,0,2,1,0,0,3,1,0,1,0,1,2.302585093
3586,21117,2019,ziguinchor,1,0,0,12,0,0,0,0,0,0,0,0,6,0,5,1,1,0,2.564949357
3587,21118,2019,ziguinchor,1,2,0,8,0,1,0,1,0,0,0,0,5,0,2,0,1,1,2.397895273
3588,21119,2019,ziguinchor,2,0,2,2,0,0,0,0,1,0,1,0,2,1,0,1,0,0,1.791759469
3589,21131,2019,ziguinchor,1,0,4,1,0,0,2,0,2,0,0,0,0,0,0,1,1,0,1.791759469
3590,211310,2019,ziguinchor,1,4,0,2,0,0,0,2,0,2,0,0,0,0,2,1,0,0,1.945910149
3591,211311,2019,ziguinchor,3,6,2,1,1,2,1,2,0,1,0,1,1,1,0,1,0,1,2.48490665
3592,211312,2019,ziguinchor,1,3,0,2,0,2,0,1,0,0,0,0,2,0,0,1,0,0,1.791759469
3593,21132,2019,ziguinchor,6,5,3,10,2,2,0,1,1,1,1,1,6,4,3,0,0,2,3.17805383
3594,21133,2019,ziguinchor,1,3,2,1,0,1,2,0,0,2,0,0,0,1,1,0,0,0,1.945910149
3595,21134,2019,ziguinchor,2,2,4,0,1,0,2,1,0,1,1,0,0,0,0,1,0,1,2.079441542
3596,21135,2019,ziguinchor,2,2,0,3,0,1,0,1,0,0,0,1,3,1,0,0,0,0,1.945910149
3597,21136,2019,ziguinchor,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
3598,21137,2019,ziguinchor,1,4,0,2,0,1,0,0,0,2,0,1,2,0,0,1,0,0,1.945910149
3599,21138,2019,ziguinchor,4,3,1,2,0,1,1,0,0,1,0,2,1,1,1,0,0,2,2.302585093
3600,21139,2019,ziguinchor,6,4,8,3,2,0,3,1,2,2,1,1,1,3,2,2,0,1,3.044522438
3601,21151,2019,ziguinchor,3,3,2,2,0,1,1,0,1,1,1,1,1,2,0,0,0,1,2.302585093
3602,211510,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
3603,211511,2019,ziguinchor,4,4,1,1,0,0,0,1,0,1,1,2,0,2,0,1,1,1,2.302585093
3604,211512,2019,ziguinchor,1,2,2,2,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1.945910149
3605,21152,2019,ziguinchor,1,2,1,2,0,0,0,1,0,0,1,1,2,0,0,1,0,0,1.791759469
3606,21153,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
3607,21154,2019,ziguinchor,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1.386294361
3608,21155,2019,ziguinchor,1,1,7,1,1,0,2,0,2,0,2,1,0,0,1,1,0,0,2.302585093
3609,21156,2019,ziguinchor,4,2,1,2,0,0,0,2,1,0,0,0,2,3,0,1,0,0,2.197224577
3610,21157,2019,ziguinchor,2,7,0,1,0,0,0,0,0,5,0,2,0,0,0,2,1,0,2.302585093
3611,21158,2019,ziguinchor,3,4,5,4,0,1,1,0,3,2,1,1,0,0,3,2,1,1,2.772588722
3612,21159,2019,ziguinchor,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1.386294361
3613,21171,2019,ziguinchor,1,2,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1.609437912
3614,211710,2019,ziguinchor,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1.386294361
3615,211711,2019,ziguinchor,5,0,1,3,0,0,0,0,1,0,0,0,1,2,2,1,0,2,2.197224577
3616,211712,2019,ziguinchor,4,0,3,4,1,0,1,0,1,0,0,1,2,1,2,1,0,1,2.397895273
3617,21172,2019,ziguinchor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3618,21173,2019,ziguinchor,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1.609437912
3619,21174,2019,ziguinchor,2,1,2,1,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1.791759469
3620,21175,2019,ziguinchor,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1.386294361
3621,21176,2019,ziguinchor,6,3,1,3,0,0,1,1,0,0,0,2,1,3,0,2,2,1,2.564949357
3622,21177,2019,ziguinchor,1,1,4,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,1.791759469
3623,21178,2019,ziguinchor,2,1,3,3,0,0,1,0,2,1,0,1,2,0,0,1,1,0,2.197224577
3624,21179,2019,ziguinchor,1,1,2,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1.609437912
3625,21191,2019,ziguinchor,1,0,2,4,0,0,1,0,1,0,0,0,1,0,3,1,0,0,1.945910149
3626,211910,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
3627,211911,2019,ziguinchor,4,3,2,1,0,1,0,2,0,0,2,0,1,1,0,1,0,2,2.302585093
3628,211912,2019,ziguinchor,5,2,1,2,0,1,1,0,0,0,0,2,0,1,2,2,0,1,2.302585093
3629,21192,2019,ziguinchor,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.098612289
3630,21193,2019,ziguinchor,1,1,1,4,1,0,0,0,0,0,0,1,2,0,0,0,2,1,1.945910149
3631,21194,2019,ziguinchor,2,3,0,2,0,0,0,0,0,1,0,2,0,0,2,1,0,1,1.945910149
3632,21195,2019,ziguinchor,1,2,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
3633,21196,2019,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
3634,21197,2019,ziguinchor,3,3,3,2,1,1,2,2,0,0,0,0,0,0,1,2,1,1,2.397895273
3635,21198,2019,ziguinchor,2,0,1,4,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1.945910149
3636,21199,2019,ziguinchor,2,0,1,3,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1.791759469
3637,2121,2019,dakar,5,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1.791759469
3638,21210,2019,dakar,2,1,3,4,0,0,1,1,0,0,3,0,1,0,0,1,2,1,2.302585093
3639,21211,2019,ziguinchor,6,7,4,3,0,2,1,1,2,2,1,3,1,1,1,2,1,2,2.995732274
3640,212110,2019,ziguinchor,1,1,3,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1.609437912
3641,212111,2019,ziguinchor,2,0,3,2,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1.945910149
3642,212112,2019,ziguinchor,6,2,2,0,0,0,1,0,1,2,0,0,0,1,0,4,0,1,2.302585093
3643,21212,2019,ziguinchor,4,6,1,2,0,1,0,2,1,1,1,2,1,2,0,2,0,0,2.564949357
3644,21213,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
3645,21214,2019,ziguinchor,2,3,1,1,0,2,0,0,0,1,1,0,1,0,0,1,0,1,1.945910149
3646,21215,2019,ziguinchor,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.098612289
3647,21216,2019,ziguinchor,3,2,1,2,0,0,1,2,0,0,1,0,0,2,1,0,0,1,2.079441542
3648,21217,2019,ziguinchor,3,1,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1.609437912
3649,21218,2019,ziguinchor,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1.609437912
3650,21219,2019,ziguinchor,2,2,2,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1.945910149
3651,2122,2019,dakar,4,2,0,3,0,1,0,1,0,0,0,1,1,1,2,1,0,1,2.197224577
3652,2123,2019,dakar,6,1,2,3,0,1,1,0,0,0,1,1,2,4,0,0,1,1,2.48490665
3653,21231,2019,ziguinchor,2,1,1,2,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1.791759469
3654,212310,2019,ziguinchor,1,4,0,1,0,1,0,3,0,0,0,0,0,1,1,0,0,0,1.791759469
3655,212311,2019,ziguinchor,2,6,2,2,0,1,0,1,1,2,2,2,0,0,1,1,0,1,2.48490665
3656,212312,2019,ziguinchor,2,4,2,2,1,1,1,2,0,1,0,0,1,2,1,0,0,0,2.302585093
3657,21232,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
3658,21233,2019,ziguinchor,1,1,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1.386294361
3659,21234,2019,ziguinchor,3,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1.609437912
3660,21235,2019,ziguinchor,1,1,1,3,0,0,0,1,0,0,1,0,2,0,0,0,1,1,1.791759469
3661,21236,2019,ziguinchor,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1.098612289
3662,21237,2019,ziguinchor,1,0,3,4,1,0,1,0,0,0,1,0,1,0,2,1,1,0,2.079441542
3663,21238,2019,ziguinchor,3,3,5,1,3,1,1,1,0,1,1,0,0,1,0,2,1,0,2.48490665
3664,21239,2019,ziguinchor,1,1,2,2,0,0,0,1,0,0,2,0,1,0,1,1,0,0,1.791759469
3665,2124,2019,dakar,3,1,3,0,0,0,3,0,0,0,0,1,0,1,0,1,0,1,1.945910149
3666,21241,2019,ziguinchor,2,2,2,1,0,1,1,0,1,1,0,0,0,0,0,2,1,0,1.945910149
3667,212410,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
3668,212411,2019,ziguinchor,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.098612289
3669,212412,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
3670,21242,2019,ziguinchor,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1.386294361
3671,21243,2019,ziguinchor,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1.386294361
3672,21244,2019,ziguinchor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
3673,21245,2019,ziguinchor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3674,21246,2019,ziguinchor,2,2,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1.791759469
3675,21247,2019,ziguinchor,4,4,1,2,0,2,0,1,0,1,2,1,0,1,0,1,1,1,2.397895273
3676,21248,2019,ziguinchor,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
3677,21249,2019,ziguinchor,1,1,1,4,0,1,1,0,0,0,0,0,2,0,1,1,1,0,1.945910149
3678,2125,2019,dakar,6,7,3,4,0,3,3,1,0,3,0,0,0,2,4,3,0,1,2.995732274
3679,2126,2019,dakar,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
3680,21261,2019,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3681,212610,2019,ziguinchor,1,1,3,2,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1.945910149
3682,212611,2019,ziguinchor,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.098612289
3683,212612,2019,ziguinchor,1,2,0,2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1.609437912
3684,21262,2019,ziguinchor,1,1,3,2,0,0,2,0,1,1,0,0,0,0,1,1,1,0,1.945910149
3685,21263,2019,ziguinchor,3,3,1,1,0,2,1,0,0,0,0,1,1,1,0,1,0,1,2.079441542
3686,21264,2019,ziguinchor,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.386294361
3687,21265,2019,ziguinchor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3688,21266,2019,ziguinchor,2,3,6,3,0,1,1,0,5,1,0,1,2,0,1,2,0,0,2.63905733
3689,21267,2019,ziguinchor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
3690,21268,2019,ziguinchor,2,3,0,5,0,0,0,0,0,2,0,1,3,1,1,1,1,0,2.302585093
3691,21269,2019,ziguinchor,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289
3692,2127,2019,dakar,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1.609437912
3693,2128,2019,dakar,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
3694,21281,2019,diourbel,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1.098612289
3695,212810,2019,diourbel,3,3,3,1,1,1,2,2,0,0,0,0,0,1,1,1,0,1,2.302585093
3696,212811,2019,diourbel,5,2,7,3,0,0,4,1,1,0,2,1,0,3,2,0,1,2,2.833213344
3697,212812,2019,diourbel,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1.386294361
3698,21282,2019,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
3699,21283,2019,diourbel,3,2,1,1,0,0,0,1,0,1,1,0,1,2,0,1,0,0,1.945910149
3700,21284,2019,diourbel,7,5,12,3,2,0,4,0,5,3,1,2,3,3,0,2,0,2,3.295836866
3701,21285,2019,diourbel,4,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,2,1.945910149
3702,21286,2019,diourbel,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1.386294361
3703,21287,2019,diourbel,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
3704,21288,2019,diourbel,3,3,4,1,1,1,1,1,1,0,1,1,0,0,0,2,1,1,2.397895273
3705,21289,2019,diourbel,1,5,1,0,0,1,0,1,0,2,1,1,0,0,0,1,0,0,1.945910149
3706,2129,2019,dakar,2,1,2,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1.791759469
3707,21301,2019,diourbel,2,2,1,1,0,1,0,1,1,0,0,0,0,0,1,2,0,0,1.791759469
3708,213010,2019,diourbel,2,1,4,1,0,0,1,1,3,0,0,0,0,0,1,1,0,0,2.079441542
3709,213011,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3710,213012,2019,diourbel,3,3,1,2,0,0,0,0,1,2,0,1,1,1,1,2,0,0,2.197224577
3711,21302,2019,diourbel,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
3712,21304,2019,diourbel,1,3,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
3713,21305,2019,diourbel,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.386294361
3714,21306,2019,diourbel,3,2,1,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,1.791759469
3715,21307,2019,diourbel,1,2,4,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,1.945910149
3716,21308,2019,diourbel,2,0,3,2,3,0,0,0,0,0,0,0,0,1,1,1,1,0,1.945910149
3717,21309,2019,diourbel,5,1,1,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,1.945910149
3718,21321,2019,diourbel,7,6,9,2,2,1,3,1,1,2,3,3,1,2,0,3,1,1,3.17805383
3719,213210,2019,diourbel,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
3720,213211,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3721,213212,2019,diourbel,4,0,5,2,2,0,2,0,1,0,0,0,0,2,1,1,1,1,2.397895273
3722,21322,2019,diourbel,4,2,8,1,4,1,2,0,2,0,0,1,0,0,1,2,0,2,2.708050201
3723,21323,2019,diourbel,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1.386294361
3724,21324,2019,diourbel,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
3725,21325,2019,diourbel,1,3,2,1,0,1,2,0,0,2,0,0,0,0,1,1,0,0,1.945910149
3726,21326,2019,diourbel,2,2,3,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1.945910149
3727,21327,2019,diourbel,3,7,6,2,1,3,4,1,1,1,0,2,1,2,0,1,1,0,2.890371758
3728,21328,2019,diourbel,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
3729,21329,2019,diourbel,2,1,2,3,0,0,2,1,0,0,0,0,3,1,0,1,0,0,2.079441542
3730,21341,2019,diourbel,3,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1.609437912
3731,213410,2019,diourbel,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806
3732,213411,2019,diourbel,4,5,9,3,3,1,3,2,1,2,2,0,0,1,2,2,1,1,3.044522438
3733,213412,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
3734,21342,2019,diourbel,1,7,3,0,2,1,1,1,0,1,0,4,0,0,0,1,0,0,2.397895273
3735,21343,2019,diourbel,3,2,1,2,0,1,0,0,0,0,1,1,0,1,1,1,1,1,2.079441542
3736,21344,2019,diourbel,0,1,1,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1.386294361
3737,21345,2019,diourbel,1,2,4,1,0,0,3,0,0,1,1,1,0,0,1,1,0,0,2.079441542
3738,21346,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
3739,21347,2019,diourbel,2,2,1,2,0,0,0,0,0,2,1,0,1,1,0,0,1,1,1.945910149
3740,21348,2019,diourbel,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.098612289
3741,21349,2019,diourbel,1,3,4,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,2.197224577
3742,21361,2019,diourbel,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.6931471806
3743,213610,2019,diourbel,3,1,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1.791759469
3744,213611,2019,diourbel,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1.386294361
3745,213612,2019,diourbel,1,4,3,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,2.079441542
3746,21363,2019,diourbel,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.098612289
3747,21364,2019,diourbel,2,10,5,2,2,1,1,4,1,2,1,3,1,0,1,1,0,1,2.944438979
3748,21365,2019,diourbel,3,2,3,0,1,0,1,0,0,1,1,1,0,2,0,1,0,0,2.079441542
3749,21366,2019,diourbel,4,5,2,2,0,1,0,2,2,2,0,0,0,3,2,0,0,1,2.564949357
3750,21367,2019,diourbel,5,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,1,1.945910149
3751,21368,2019,diourbel,15,9,12,8,1,4,2,1,3,2,6,2,3,6,1,8,4,1,3.784189634
3752,21369,2019,diourbel,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1.386294361
3753,21381,2019,diourbel,4,7,6,4,2,0,2,3,2,1,0,3,2,1,1,2,1,1,3.044522438
3754,213810,2019,diourbel,5,5,7,4,1,2,1,1,3,1,2,1,2,2,1,1,1,2,3.044522438
3755,213811,2019,diourbel,2,5,3,1,1,0,0,3,0,1,2,1,0,0,1,1,0,1,2.397895273
3756,213812,2019,diourbel,1,5,5,2,0,2,1,0,4,1,0,2,0,0,1,0,1,1,2.564949357
3757,21382,2019,diourbel,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.098612289
3758,21383,2019,diourbel,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6931471806
3759,21384,2019,diourbel,2,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1.609437912
3760,21385,2019,diourbel,3,4,2,1,0,1,0,1,1,2,1,0,0,1,0,1,1,1,2.302585093
3761,21386,2019,diourbel,3,3,1,5,0,0,0,0,0,3,1,1,3,0,1,2,1,0,2.48490665
3762,21387,2019,diourbel,3,4,0,4,0,2,0,2,0,0,0,0,1,0,3,2,0,1,2.397895273
3763,21388,2019,diourbel,5,2,3,2,1,0,2,0,0,1,0,2,1,1,1,2,0,1,2.48490665
3764,21389,2019,diourbel,4,3,3,0,1,1,1,1,1,0,0,1,0,0,0,3,0,1,2.302585093
3765,21401,2019,diourbel,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1.609437912
3766,214010,2019,diourbel,2,3,4,0,1,0,2,0,0,2,1,1,0,0,0,2,0,0,2.197224577
3767,214011,2019,diourbel,3,0,3,2,1,0,1,0,0,0,1,1,1,0,0,1,1,1,2.079441542
3768,214012,2019,diourbel,1,3,3,2,1,0,1,0,1,0,0,3,1,0,0,1,1,0,2.197224577
3769,21402,2019,diourbel,4,7,10,1,2,2,3,3,2,2,3,1,0,0,0,2,1,1,3.091042453
3770,21403,2019,diourbel,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
3771,21404,2019,diourbel,2,4,4,1,3,0,1,2,0,2,1,0,0,1,0,1,0,0,2.397895273
3772,21405,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3773,21406,2019,diourbel,1,1,3,3,2,1,1,0,0,0,0,0,0,0,3,1,0,0,2.079441542
3774,21407,2019,diourbel,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1.386294361
3775,21409,2019,diourbel,3,4,1,1,0,0,0,2,0,0,1,2,1,1,0,1,0,1,2.197224577
3776,2141,2019,dakar,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
3777,21410,2019,dakar,1,2,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1.609437912
3778,21411,2019,dakar,6,3,4,2,1,0,0,1,2,1,1,1,0,3,1,2,1,1,2.708050201
3779,21412,2019,dakar,4,4,0,1,0,1,0,0,0,1,0,2,1,1,0,2,0,1,2.197224577
3780,2142,2019,dakar,1,1,0,5,0,0,0,0,0,0,0,1,4,0,1,0,0,1,1.945910149
3781,21421,2019,diourbel,4,2,4,4,1,1,1,0,1,1,1,0,4,3,0,0,0,1,2.63905733
3782,214210,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
3783,214211,2019,diourbel,3,1,0,2,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1.791759469
3784,214212,2019,diourbel,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1.386294361
3785,21422,2019,diourbel,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
3786,21423,2019,diourbel,4,5,6,2,1,1,3,1,1,2,1,1,0,2,1,1,1,1,2.833213344
3787,21424,2019,diourbel,2,3,0,2,0,2,0,1,0,0,0,0,0,1,2,0,0,1,1.945910149
3788,21425,2019,diourbel,3,1,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1.609437912
3789,21426,2019,diourbel,2,3,2,1,1,0,1,2,0,1,0,0,0,1,1,0,0,1,2.079441542
3790,21427,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
3791,21428,2019,diourbel,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1.386294361
3792,21429,2019,diourbel,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1.386294361
3793,2143,2019,dakar,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1.386294361
3794,2144,2019,dakar,2,1,1,2,0,0,1,0,0,0,0,1,2,1,0,1,0,0,1.791759469
3795,21441,2019,diourbel,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1.791759469
3796,214410,2019,diourbel,2,4,2,2,0,0,0,2,1,1,1,1,1,0,1,2,0,0,2.302585093
