,t,m,j,u,Price
1806,2019,fatick,Tomate fraîche,Kg,550.0
1807,2019,fatick,Tomate fraîche,Sachet,100.0
1808,2019,fatick,Tomate fraîche,Tas,100.0
1809,2019,fatick,Tomate fraîche,Unit,83.33333333
1810,2019,fatick,Viande d'autres volailles domestiques,Unit,
1811,2019,fatick,Viande de b__uf,Kg,2500.0
1812,2019,fatick,Viande de b__uf,Tas,
1813,2019,fatick,Viande de chèvre,Kg,2500.0
1814,2019,fatick,Viande de chèvre,Unit,
1815,2019,fatick,Viande de mouton,Kg,3000.0
1816,2019,fatick,Viande de mouton,Tas,
1817,2019,fatick,Viande de porc,Kg,
1818,2019,fatick,Viande de porc,Tas,
1819,2019,fatick,Viande de poulet,Kg,1350.0
1820,2019,fatick,Viande de poulet,Unit,3000.0
1821,2019,fatick,Vinaigre /moutarde,Bouteille de 1 Litre,
1822,2019,fatick,Vinaigre /moutarde,Bouteille de 25cl,100.0
1823,2019,fatick,Vinaigre /moutarde,Bouteilles,150.0
1824,2019,fatick,Vinaigre /moutarde,Kg,
1825,2019,fatick,Vinaigre /moutarde,Litre,550.0
1826,2019,fatick,Vinaigre /moutarde,Pot,500.0
1827,2019,fatick,Vinaigre /moutarde,Sachet,25.0
1828,2019,fatick,Vinaigre /moutarde,Tablespoon,500.0
1829,2019,fatick,Vinaigre /moutarde,Teacup,50.0
1830,2019,kaffrine,"Abats et tripes (foie, rognon, etc.)",Kg,3000.0
1831,2019,kaffrine,"Abats et tripes (foie, rognon, etc.)",Tas,
1832,2019,kaffrine,"Abats et tripes (foie, rognon, etc.)",Yéll,
1833,2019,kaffrine,Ail,Kg,1150.0
1834,2019,kaffrine,Ail,Sachet,25.0
1835,2019,kaffrine,Ail,Tas,75.0
1836,2019,kaffrine,Ail,Tranche,25.0
1837,2019,kaffrine,Ail,Unit,50.0
1838,2019,kaffrine,Ananas,Boite De Tomate/Pot,700.0
1839,2019,kaffrine,Ananas,Unit,500.0
1840,2019,kaffrine,Arachide grillée,Boite De Tomate/Pot,
1841,2019,kaffrine,Arachide grillée,Cornet,50.0
1842,2019,kaffrine,Arachide grillée,Kg,400.0
1843,2019,kaffrine,Arachide grillée,Sachet,262.5
1844,2019,kaffrine,Arachide grillée,Teacup,
1845,2019,kaffrine,Arachide grillée,Verre,
1846,2019,kaffrine,Arachides décortiquées ou pilées (noflaye),Boite De Tomate/Pot,275.0
1847,2019,kaffrine,Arachides décortiquées ou pilées (noflaye),Boîte,
1848,2019,kaffrine,Arachides décortiquées ou pilées (noflaye),Calebasse,
1849,2019,kaffrine,Arachides décortiquées ou pilées (noflaye),Cup/Goblet,
1850,2019,kaffrine,Arachides décortiquées ou pilées (noflaye),Kg,500.0
1851,2019,kaffrine,Arachides décortiquées ou pilées (noflaye),Louche Traditionnelle,
1852,2019,kaffrine,Arachides décortiquées ou pilées (noflaye),Sachet,100.0
1853,2019,kaffrine,Arachides décortiquées ou pilées (noflaye),Teacup,90.0
1854,2019,kaffrine,Arachides fraîches en coques,Boite De Tomate/Pot,
1855,2019,kaffrine,Arachides fraîches en coques,Kg,
1856,2019,kaffrine,Arachides fraîches en coques,Sachet,
1857,2019,kaffrine,Arachides fraîches en coques,Teacup,
1858,2019,kaffrine,Arachides séchées en coques,Boite De Tomate/Pot,
1859,2019,kaffrine,Arachides séchées en coques,Cornet,
1860,2019,kaffrine,Arachides séchées en coques,Kg,300.0
1861,2019,kaffrine,Arachides séchées en coques,Sachet,100.0
1862,2019,kaffrine,Arachides séchées en coques,Teacup,
1863,2019,kaffrine,Arachides séchées en coques,Verre,
1864,2019,kaffrine,"Arôme (Maggi, Jumbo, etc.)",Bouteilles,650.0
1865,2019,kaffrine,"Arôme (Maggi, Jumbo, etc.)",Sachet,50.0
1866,2019,kaffrine,"Aubergine, Courge/Courgette",Kg,500.0
1867,2019,kaffrine,"Aubergine, Courge/Courgette",Morceau,50.0
1868,2019,kaffrine,"Aubergine, Courge/Courgette",Tas,100.0
1869,2019,kaffrine,"Aubergine, Courge/Courgette",Tranche,50.0
1870,2019,kaffrine,"Aubergine, Courge/Courgette",Unit,50.0
1871,2019,kaffrine,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Boite De Tomate/Pot,250.0
1872,2019,kaffrine,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Bol,
1873,2019,kaffrine,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Sachet,
1874,2019,kaffrine,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Tas,25.0
1875,2019,kaffrine,Autres condiments (poivre etc.),Boîte,
1876,2019,kaffrine,Autres condiments (poivre etc.),Cornet,
1877,2019,kaffrine,Autres condiments (poivre etc.),Kg,
1878,2019,kaffrine,Autres condiments (poivre etc.),Sachet,50.0
1879,2019,kaffrine,Autres condiments (poivre etc.),Tablespoon,3000.0
1880,2019,kaffrine,Autres condiments (poivre etc.),Tas,
1881,2019,kaffrine,Autres condiments (poivre etc.),Unit,
1882,2019,kaffrine,Autres céréales,Boite De Tomate/Pot,
1883,2019,kaffrine,Autres céréales,Calebasse,
1884,2019,kaffrine,Autres céréales,Cornet,
1885,2019,kaffrine,Autres céréales,Kg,250.0
1886,2019,kaffrine,Autres farines de céréales,Kg,
1887,2019,kaffrine,"Autres fruits (pommes, raisin, etc.)",Kg,900.0
1888,2019,kaffrine,"Autres fruits (pommes, raisin, etc.)",Régime,
1889,2019,kaffrine,"Autres fruits (pommes, raisin, etc.)",Sachet,
1890,2019,kaffrine,"Autres fruits (pommes, raisin, etc.)",Unit,175.0
1891,2019,kaffrine,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Litre,225.0
1892,2019,kaffrine,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Kg,700.0
1893,2019,kaffrine,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Morceau,4000.0
1894,2019,kaffrine,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Tas,
1895,2019,kaffrine,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Unit,1500.0
1896,2019,kaffrine,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Kg,3250.0
1897,2019,kaffrine,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Tas,200.0
1898,2019,kaffrine,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Unit,50.0
1899,2019,kaffrine,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Bouteille de 1L,
1900,2019,kaffrine,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Boîte,
1901,2019,kaffrine,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Canette,
1902,2019,kaffrine,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Litre,
1903,2019,kaffrine,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Paquet,2000.0
1904,2019,kaffrine,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Pot,
1905,2019,kaffrine,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Sachet,50.0
1906,2019,kaffrine,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Teacup,
1907,2019,kaffrine,Banane douce,Kg,533.3333333
1908,2019,kaffrine,Banane douce,Régime,
1909,2019,kaffrine,Banane douce,Tas,200.0
1910,2019,kaffrine,Banane douce,Unit,83.33333333
1911,2019,kaffrine,"Beignets, galettes",Kg,700.0
1912,2019,kaffrine,"Beignets, galettes",Sachet,100.0
1913,2019,kaffrine,"Beignets, galettes",Unit,
1914,2019,kaffrine,Beurre,Kg,
1915,2019,kaffrine,Beurre,Morceau,100.0
1916,2019,kaffrine,Beurre,Pot,800.0
1917,2019,kaffrine,Beurre,Sachet,50.0
1918,2019,kaffrine,Beurre,Seau,3500.0
1919,2019,kaffrine,Beurre,Tablespoon,800.0
1920,2019,kaffrine,Beurre,Tablette,375.0
1921,2019,kaffrine,Beurre,Teaspoon,425.0
1922,2019,kaffrine,Beurre de karité,Boite De Tomate/Pot,
1923,2019,kaffrine,Beurre de karité,Boule (Dankk),
1924,2019,kaffrine,Beurre de karité,Kg,800.0
1925,2019,kaffrine,Beurre de karité,Morceau,
1926,2019,kaffrine,Beurre de karité,Sachet,
1927,2019,kaffrine,Biscuits,Paquet,50.0
1928,2019,kaffrine,Biscuits,Sachet,50.0
1929,2019,kaffrine,Bières industrielles,Bouteille de 33cl,850.0
1930,2019,kaffrine,"Boissons gazeuses (coca, etc.)","Bouteille de 1,5 L",750.0
1931,2019,kaffrine,"Boissons gazeuses (coca, etc.)",Bouteille de 1L,550.0
1932,2019,kaffrine,"Boissons gazeuses (coca, etc.)",Bouteille de 25cl,
1933,2019,kaffrine,"Boissons gazeuses (coca, etc.)",Bouteille de 50 cl,
1934,2019,kaffrine,"Boissons gazeuses (coca, etc.)",Canette,
1935,2019,kaffrine,Café,Boîte,1300.0
1936,2019,kaffrine,Café,Kg,1400.0
1937,2019,kaffrine,Café,Sachet,100.0
1938,2019,kaffrine,Café,Teacup,100.0
1939,2019,kaffrine,Café,Teaspoon,900.0
1940,2019,kaffrine,Canne à sucre,Morceau,
1941,2019,kaffrine,Canne à sucre,Régime,
1942,2019,kaffrine,Canne à sucre,Tas,
1943,2019,kaffrine,Canne à sucre,Tranche,
1944,2019,kaffrine,Canne à sucre,Unit,
1945,2019,kaffrine,"Caramel, bonbons, confiseries, etc",Sachet,1650.0
1946,2019,kaffrine,"Caramel, bonbons, confiseries, etc",Unit,30.0
1947,2019,kaffrine,Carotte,Kg,400.0
1948,2019,kaffrine,Carotte,Morceau,50.0
1949,2019,kaffrine,Carotte,Seau,
1950,2019,kaffrine,Carotte,Tas,100.0
1951,2019,kaffrine,Carotte,Tranche,
1952,2019,kaffrine,Carotte,Unit,50.0
1953,2019,kaffrine,"Charcuterie (jambon, saucisson), conserves de viandes",Sachet,3500.0
1954,2019,kaffrine,Chocolat en poudre,Sachet,25.0
1955,2019,kaffrine,"Chocolat à croquer, pâte à tartiner",Pot,900.0
1956,2019,kaffrine,"Chocolat à croquer, pâte à tartiner",Tablespoon,1000.0
1957,2019,kaffrine,Choux,Kg,500.0
1958,2019,kaffrine,Choux,Morceau,100.0
1959,2019,kaffrine,Choux,Tas,100.0
1960,2019,kaffrine,Choux,Unit,100.0
1961,2019,kaffrine,Citrons,Bouteille de 1 Litre,
1962,2019,kaffrine,Citrons,Kg,2400.0
1963,2019,kaffrine,Citrons,Tas,66.66666667
1964,2019,kaffrine,Citrons,Unit,50.0
1965,2019,kaffrine,Concentré de tomate,Boite De Tomate/Pot,550.0
1966,2019,kaffrine,Concentré de tomate,Kg,2275.0
1967,2019,kaffrine,Concentré de tomate,Sachet,100.0
1968,2019,kaffrine,Concentré de tomate,Tablespoon,125.0
1969,2019,kaffrine,Concombre,Kg,700.0
1970,2019,kaffrine,Concombre,Morceau,150.0
1971,2019,kaffrine,Concombre,Tas,200.0
1972,2019,kaffrine,Concombre,Unit,150.0
1973,2019,kaffrine,Conserves de poisson,Boîte,
1974,2019,kaffrine,"Crabes, crevettes et autres fruits de mer",Kg,2500.0
1975,2019,kaffrine,"Crabes, crevettes et autres fruits de mer",Tas,100.0
1976,2019,kaffrine,Croissants,Unit,
1977,2019,kaffrine,"Cube alimentaire (Maggi, Jumbo, )",Cube,25.0
1978,2019,kaffrine,"Cube alimentaire (Maggi, Jumbo, )",Sachet,100.0
1979,2019,kaffrine,"Cube alimentaire (Maggi, Jumbo, )",Tablette,
1980,2019,kaffrine,Dattes,Barquette,4050.0
1981,2019,kaffrine,Dattes,Kg,1000.0
1982,2019,kaffrine,Dattes,Sachet,200.0
1983,2019,kaffrine,Dattes,Tas,800.0
1984,2019,kaffrine,Eau minérale/ filtrée,Bouteille De 19L,150.0
1985,2019,kaffrine,Eau minérale/ filtrée,"Bouteille de 1,5 L",1000.0
1986,2019,kaffrine,Eau minérale/ filtrée,Bouteille de 10L,1000.0
1987,2019,kaffrine,Eau minérale/ filtrée,Bouteille de 33cl,150.0
1988,2019,kaffrine,Eau minérale/ filtrée,Bouteille de 5L,750.0
1989,2019,kaffrine,Eau minérale/ filtrée,Sachet,500.0
1990,2019,kaffrine,Farine de blé local ou importé,Kg,400.0
1991,2019,kaffrine,Farine de blé local ou importé,Sachet,100.0
1992,2019,kaffrine,Farine de maïs,Boite De Tomate/Pot,7500.0
1993,2019,kaffrine,Farine de maïs,Kg,250.0
1994,2019,kaffrine,Farine de maïs,Sachet,100.0
1995,2019,kaffrine,Farine de mil,Boite De Tomate/Pot,
1996,2019,kaffrine,Farine de mil,Cornet,
1997,2019,kaffrine,Farine de mil,Kg,
1998,2019,kaffrine,Farine de mil,Sachet,500.0
1999,2019,kaffrine,Farines de manioc,Sachet,
2000,2019,kaffrine,Feuilles d'oseille (bissap),Boite De Tomate/Pot,300.0
2001,2019,kaffrine,Feuilles d'oseille (bissap),Bol,300.0
2002,2019,kaffrine,Feuilles d'oseille (bissap),Tas,50.0
2003,2019,kaffrine,Feuilles de baobab (lalo),Boite De Tomate/Pot,
2004,2019,kaffrine,Feuilles de baobab (lalo),Kg,2000.0
2005,2019,kaffrine,Feuilles de baobab (lalo),Louche Traditionnelle,
2006,2019,kaffrine,Feuilles de baobab (lalo),Sachet,50.0
2007,2019,kaffrine,Feuilles de haricot/niébé,Boite De Tomate/Pot,
2008,2019,kaffrine,Feuilles de haricot/niébé,Sachet,100.0
2009,2019,kaffrine,Feuilles de haricot/niébé,Tas,50.0
2010,2019,kaffrine,"Feuilles de manioc, feuilles de taro et autres feuilles",Sachet,300.0
2011,2019,kaffrine,"Feuilles de manioc, feuilles de taro et autres feuilles",Tas,
2012,2019,kaffrine,Feuilles de nébéday (moringa),Boite De Tomate/Pot,125.0
2013,2019,kaffrine,Feuilles de nébéday (moringa),Sachet,100.0
2014,2019,kaffrine,Feuilles de nébéday (moringa),Tas,100.0
2015,2019,kaffrine,Fromage,Boîte,2500.0
2016,2019,kaffrine,Fromage,Morceau,100.0
2017,2019,kaffrine,Fromage,Sachet,
2018,2019,kaffrine,Fromage,Unit,350.0
2019,2019,kaffrine,Gibiers,Unit,
2020,2019,kaffrine,Gingembre,Kg,900.0
2021,2019,kaffrine,Gingembre,Sachet,100.0
2022,2019,kaffrine,Gingembre,Tas,
2023,2019,kaffrine,Gingembre,Unit,
2024,2019,kaffrine,Gombo frais,Kg,700.0
2025,2019,kaffrine,Gombo frais,Sachet,50.0
2026,2019,kaffrine,Gombo frais,Tas,100.0
2027,2019,kaffrine,Gombo frais,Unit,
2028,2019,kaffrine,Gombo sec,Boite De Tomate/Pot,350.0
2029,2019,kaffrine,Gombo sec,Cup/Goblet,
2030,2019,kaffrine,Gombo sec,Sachet,50.0
2031,2019,kaffrine,Gâteaux,Kg,2500.0
2032,2019,kaffrine,Gâteaux,Morceau,
2033,2019,kaffrine,Gâteaux,Sachet,1750.0
2034,2019,kaffrine,Gâteaux,Unit,12000.0
2035,2019,kaffrine,Haricot vert,Kg,1000.0
2036,2019,kaffrine,Haricot vert,Sachet,400.0
2037,2019,kaffrine,Haricot vert,Tas,400.0
2038,2019,kaffrine,Huile d'arachide raffinée,"12,5cl(Demi Walatt)",
2039,2019,kaffrine,Huile d'arachide raffinée,Boite De Tomate/Pot,
2040,2019,kaffrine,Huile d'arachide raffinée,Bouteille de 25cl,
2041,2019,kaffrine,Huile d'arachide raffinée,Demi Litre,400.0
2042,2019,kaffrine,Huile d'arachide raffinée,Litre,800.0
2043,2019,kaffrine,Huile d'arachide raffinée,Quart De Litre,225.0
2044,2019,kaffrine,Huile d'arachide raffinée,Sachet,
2045,2019,kaffrine,"Huile d____arachide ""ségal""",Demi Litre,
2046,2019,kaffrine,"Huile d____arachide ""ségal""",Litre,800.0
2047,2019,kaffrine,"Huile d____arachide ""ségal""",Quart De Litre,200.0
2048,2019,kaffrine,Huile de coton,Litre,
2049,2019,kaffrine,Huile de palme raffinée,Bouteille de 25cl,
2050,2019,kaffrine,Huile de palme raffinée,Demi Litre,11000.0
2051,2019,kaffrine,Huile de palme raffinée,Litre,900.0
2052,2019,kaffrine,Huile de palme rouge,"12,5cl(Demi Walatt)",150.0
2053,2019,kaffrine,Huile de palme rouge,Boite De Tomate/Pot,100.0
2054,2019,kaffrine,Huile de palme rouge,Bouteilles,
2055,2019,kaffrine,Huile de palme rouge,Demi Litre,450.0
2056,2019,kaffrine,Huile de palme rouge,Litre,1200.0
2057,2019,kaffrine,Huile de palme rouge,Louche Traditionnelle,100.0
2058,2019,kaffrine,Huile de palme rouge,Quart De Litre,250.0
2059,2019,kaffrine,Huile de palme rouge,Sachet,200.0
2060,2019,kaffrine,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 1 Litre,
2061,2019,kaffrine,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 25cl,
2062,2019,kaffrine,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 50 cl,450.0
2063,2019,kaffrine,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Demi Litre,450.0
2064,2019,kaffrine,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Litre,800.0
2065,2019,kaffrine,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Quart De Litre,250.0
2066,2019,kaffrine,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Sachet,300.0
2067,2019,kaffrine,Igname,Unit,150.0
2068,2019,kaffrine,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 1L,500.0
2069,2019,kaffrine,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 33cl,
2070,2019,kaffrine,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Canette,
2071,2019,kaffrine,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Litre,375.0
2072,2019,kaffrine,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Sachet,100.0
2073,2019,kaffrine,Jus en poudre,Sachet,100.0
2074,2019,kaffrine,"Lait caillé, yaourt",Boite De Tomate/Pot,400.0
2075,2019,kaffrine,"Lait caillé, yaourt","Bouteille de 1,5 L",1000.0
2076,2019,kaffrine,"Lait caillé, yaourt",Bouteilles,
2077,2019,kaffrine,"Lait caillé, yaourt",Litre,500.0
2078,2019,kaffrine,"Lait caillé, yaourt",Louche Traditionnelle,200.0
2079,2019,kaffrine,"Lait caillé, yaourt",Sachet,200.0
2080,2019,kaffrine,Lait concentré non-sucré,Bouteilles,375.0
2081,2019,kaffrine,Lait concentré non-sucré,Boîte,350.0
2082,2019,kaffrine,Lait concentré sucré,Boîte,1000.0
2083,2019,kaffrine,Lait concentré sucré,Litre,1000.0
2084,2019,kaffrine,Lait en poudre,Kg,2000.0
2085,2019,kaffrine,Lait en poudre,Paquet,1500.0
2086,2019,kaffrine,Lait en poudre,Sachet,100.0
2087,2019,kaffrine,Lait en poudre,Tablespoon,2000.0
2088,2019,kaffrine,Lait en poudre,Teaspoon,1200.0
2089,2019,kaffrine,Lait et farines pour bébé,Boîte,
2090,2019,kaffrine,Lait et farines pour bébé,Sachet,2500.0
2091,2019,kaffrine,Lait et farines pour bébé,Tablespoon,1200.0
2092,2019,kaffrine,Lait frais,Boite De Tomate/Pot,450.0
2093,2019,kaffrine,Lait frais,Bouteilles,
2094,2019,kaffrine,Lait frais,Litre,500.0
2095,2019,kaffrine,Lait frais,Louche Traditionnelle,50.0
2096,2019,kaffrine,Lait frais,Sachet,
2097,2019,kaffrine,Mangue,Kg,250.0
2098,2019,kaffrine,Mangue,Sachet,100.0
2099,2019,kaffrine,Mangue,Seau,500.0
2100,2019,kaffrine,Mangue,Unit,50.0
2101,2019,kaffrine,Manioc,Kg,600.0
2102,2019,kaffrine,Manioc,Morceau,100.0
2103,2019,kaffrine,Manioc,Tas,100.0
2104,2019,kaffrine,Manioc,Unit,75.0
2105,2019,kaffrine,Mayonnaise,Pot,900.0
2106,2019,kaffrine,Mayonnaise,Sachet,100.0
2107,2019,kaffrine,Mayonnaise,Tablespoon,650.0
2108,2019,kaffrine,Mayonnaise,Teaspoon,525.0
2109,2019,kaffrine,Maïs en grain,Boite De Tomate/Pot,3862.5
2110,2019,kaffrine,Maïs en grain,Kg,200.0
2111,2019,kaffrine,Maïs en épi,Tas,
2112,2019,kaffrine,Maïs en épi,Unit,75.0
2113,2019,kaffrine,Miel,Boite De Tomate/Pot,
2114,2019,kaffrine,Miel,Bouteilles,200.0
2115,2019,kaffrine,Miel,Kg,
2116,2019,kaffrine,Miel,Litre,
2117,2019,kaffrine,Miel,Sachet,1000.0
2118,2019,kaffrine,Miel,Tablespoon,1500.0
2119,2019,kaffrine,Mil,Boite De Tomate/Pot,200.0
2120,2019,kaffrine,Mil,Kg,200.0
2121,2019,kaffrine,Mil,Sachet,250.0
2122,2019,kaffrine,Niébé/Haricots secs,Boite De Tomate/Pot,100.0
2123,2019,kaffrine,Niébé/Haricots secs,Boîte,
2124,2019,kaffrine,Niébé/Haricots secs,Cup/Goblet,
2125,2019,kaffrine,Niébé/Haricots secs,Kg,500.0
2126,2019,kaffrine,Niébé/Haricots secs,Sachet,75.0
2127,2019,kaffrine,Niébé/Haricots secs,Teacup,
2128,2019,kaffrine,Noix de coco,Unit,300.0
2129,2019,kaffrine,Noix de cola,Kg,4000.0
2130,2019,kaffrine,Noix de cola,Sachet,200.0
2131,2019,kaffrine,Noix de cola,Tas,
2132,2019,kaffrine,Noix de cola,Unit,50.0
2133,2019,kaffrine,Oeufs,Demi Tablette,1150.0
2134,2019,kaffrine,Oeufs,Tablette (30),1500.0
2135,2019,kaffrine,Oeufs,Tas,237.5
2136,2019,kaffrine,Oeufs,Unit,100.0
2137,2019,kaffrine,Oignon frais,Boite De Tomate/Pot,
2138,2019,kaffrine,Oignon frais,Kg,300.0
2139,2019,kaffrine,Oignon frais,Morceau,
2140,2019,kaffrine,Oignon frais,Tas,100.0
2141,2019,kaffrine,Oignon frais,Unit,50.0
2142,2019,kaffrine,Orange,Kg,350.0
2143,2019,kaffrine,Orange,Sachet,500.0
2144,2019,kaffrine,Orange,Tas,150.0
2145,2019,kaffrine,Orange,Unit,100.0
2146,2019,kaffrine,Pain moderne,Demi-Miche,100.0
2147,2019,kaffrine,Pain moderne,Miche,150.0
2148,2019,kaffrine,Pain moderne,Sachet,500.0
2149,2019,kaffrine,Pain moderne,Tiers de Miche,
2150,2019,kaffrine,Pain traditionnel,Demi-Miche,100.0
2151,2019,kaffrine,Pain traditionnel,Miche,100.0
2152,2019,kaffrine,Pain traditionnel,Tiers de Miche,100.0
2153,2019,kaffrine,"Pastèque, Melon",Unit,725.0
2154,2019,kaffrine,Patate douce,Kg,400.0
2155,2019,kaffrine,Patate douce,Morceau,50.0
2156,2019,kaffrine,Patate douce,Tas,100.0
2157,2019,kaffrine,Patate douce,Unit,50.0
2158,2019,kaffrine,Petit pois secs,Boite De Tomate/Pot,
2159,2019,kaffrine,Petit pois secs,Kg,800.0
2160,2019,kaffrine,Petit pois secs,Sachet,200.0
2161,2019,kaffrine,Petits pois conserve,Boite De Tomate/Pot,
2162,2019,kaffrine,Petits pois conserve,Boîte,800.0
2163,2019,kaffrine,Petits pois conserve,Sachet,
2164,2019,kaffrine,Piment,Kg,2000.0
2165,2019,kaffrine,Piment,Sachet,25.0
2166,2019,kaffrine,Piment,Tas,100.0
2167,2019,kaffrine,Piment,Unit,25.0
2168,2019,kaffrine,Poisson frais thiof/seudd (baracouda),Kg,1500.0
2169,2019,kaffrine,Poisson frais thiof/seudd (baracouda),Morceau,7625.0
2170,2019,kaffrine,Poisson frais thiof/seudd (baracouda),Tas,1000.0
2171,2019,kaffrine,Poisson frais thiof/seudd (baracouda),Unit,1000.0
2172,2019,kaffrine,Poisson frais wass,Kg,766.6666667
2173,2019,kaffrine,Poisson frais wass,Tas,500.0
2174,2019,kaffrine,Poisson frais yaboy ou obo (sardinelle),Kg,500.0
2175,2019,kaffrine,Poisson frais yaboy ou obo (sardinelle),Tas,400.0
2176,2019,kaffrine,Poisson frais yaboy ou obo (sardinelle),Unit,200.0
2177,2019,kaffrine,Poisson fumé kétiakh (sardinelle),Cornet,87.5
2178,2019,kaffrine,Poisson fumé kétiakh (sardinelle),Kg,600.0
2179,2019,kaffrine,Poisson fumé kétiakh (sardinelle),Sachet,100.0
2180,2019,kaffrine,Poisson fumé kétiakh (sardinelle),Tas,100.0
2181,2019,kaffrine,Poisson fumé kétiakh (sardinelle),Unit,75.0
2182,2019,kaffrine,"Poisson séché (tambadiang, kong, etc.)",Kg,900.0
2183,2019,kaffrine,"Poisson séché (tambadiang, kong, etc.)",Morceau,50.0
2184,2019,kaffrine,"Poisson séché (tambadiang, kong, etc.)",Tas,50.0
2185,2019,kaffrine,"Poisson séché (tambadiang, kong, etc.)",Unit,100.0
2186,2019,kaffrine,Poivron frais,Kg,500.0
2187,2019,kaffrine,Poivron frais,Tas,50.0
2188,2019,kaffrine,Poivron frais,Tranche,50.0
2189,2019,kaffrine,Poivron frais,Unit,50.0
2190,2019,kaffrine,Pomme de terre,Kg,400.0
