,t,m,j,u,Price
4644,2019,sedhiou,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Brique Carton,1000.0
4645,2019,sedhiou,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Litre,500.0
4646,2019,sedhiou,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Sachet,100.0
4647,2019,sedhiou,Jus en poudre,Sachet,125.0
4648,2019,sedhiou,"Lait caillé, yaourt",Boite De Tomate/Pot,1000.0
4649,2019,sedhiou,"Lait caillé, yaourt",Bouteille de 1 Litre,500.0
4650,2019,sedhiou,"Lait caillé, yaourt","Bouteille de 1,5 L",500.0
4651,2019,sedhiou,"Lait caillé, yaourt",Cup/Goblet,
4652,2019,sedhiou,"Lait caillé, yaourt",Litre,500.0
4653,2019,sedhiou,"Lait caillé, yaourt",Louche Traditionnelle,
4654,2019,sedhiou,"Lait caillé, yaourt",Sachet,100.0
4655,2019,sedhiou,Lait concentré non-sucré,Bouteilles,1000.0
4656,2019,sedhiou,Lait concentré non-sucré,Boîte,250.0
4657,2019,sedhiou,Lait concentré sucré,Boîte,1000.0
4658,2019,sedhiou,Lait en poudre,Kg,2550.0
4659,2019,sedhiou,Lait en poudre,Paquet,1350.0
4660,2019,sedhiou,Lait en poudre,Sachet,100.0
4661,2019,sedhiou,Lait en poudre,Tablespoon,2000.0
4662,2019,sedhiou,Lait en poudre,Teaspoon,1500.0
4663,2019,sedhiou,Lait et farines pour bébé,Boîte,1500.0
4664,2019,sedhiou,Lait et farines pour bébé,Paquet,500.0
4665,2019,sedhiou,Lait et farines pour bébé,Sachet,800.0
4666,2019,sedhiou,Lait et farines pour bébé,Tablespoon,1525.0
4667,2019,sedhiou,Lait frais,Bouteille de 1 Litre,500.0
4668,2019,sedhiou,Lait frais,"Bouteille de 1,5 L",
4669,2019,sedhiou,Lait frais,Bouteilles,500.0
4670,2019,sedhiou,Lait frais,Demi Litre,
4671,2019,sedhiou,Lait frais,Litre,300.0
4672,2019,sedhiou,Lait frais,Sachet,200.0
4673,2019,sedhiou,Mangue,Kg,500.0
4674,2019,sedhiou,Mangue,Sachet,
4675,2019,sedhiou,Mangue,Seau,512.5
4676,2019,sedhiou,Mangue,Unit,33.33333333
4677,2019,sedhiou,Manioc,Kg,375.0
4678,2019,sedhiou,Manioc,Morceau,50.0
4679,2019,sedhiou,Manioc,Unit,50.0
4680,2019,sedhiou,Mayonnaise,Pot,1000.0
4681,2019,sedhiou,Mayonnaise,Sachet,100.0
4682,2019,sedhiou,Mayonnaise,Seau,
4683,2019,sedhiou,Mayonnaise,Tablespoon,1000.0
4684,2019,sedhiou,Mayonnaise,Teaspoon,1000.0
4685,2019,sedhiou,Maïs en grain,Boite De Tomate/Pot,
4686,2019,sedhiou,Maïs en grain,Kg,200.0
4687,2019,sedhiou,Maïs en épi,Tas,
4688,2019,sedhiou,Maïs en épi,Unit,
4689,2019,sedhiou,Miel,Boite De Tomate/Pot,
4690,2019,sedhiou,Miel,Bouteille de 50 cl,
4691,2019,sedhiou,Miel,Litre,1500.0
4692,2019,sedhiou,Miel,Sachet,
4693,2019,sedhiou,Miel,Tablespoon,1000.0
4694,2019,sedhiou,Mil,Boite De Tomate/Pot,7500.0
4695,2019,sedhiou,Mil,Kg,300.0
4696,2019,sedhiou,Mil,Sachet,
4697,2019,sedhiou,Niébé/Haricots secs,Boite De Tomate/Pot,
4698,2019,sedhiou,Niébé/Haricots secs,Cup/Goblet,
4699,2019,sedhiou,Niébé/Haricots secs,Kg,600.0
4700,2019,sedhiou,Niébé/Haricots secs,Sachet,250.0
4701,2019,sedhiou,Noix de cajou,Pot,500.0
4702,2019,sedhiou,Noix de cajou,Sachet,500.0
4703,2019,sedhiou,Noix de coco,Morceau,
4704,2019,sedhiou,Noix de coco,Tranche,
4705,2019,sedhiou,Noix de coco,Unit,375.0
4706,2019,sedhiou,Noix de cola,Kg,550.0
4707,2019,sedhiou,Noix de cola,Sachet,
4708,2019,sedhiou,Noix de cola,Tas,
4709,2019,sedhiou,Noix de cola,Unit,50.0
4710,2019,sedhiou,Oeufs,Tablette (30),2450.0
4711,2019,sedhiou,Oeufs,Tas,300.0
4712,2019,sedhiou,Oeufs,Unit,100.0
4713,2019,sedhiou,Oignon frais,Kg,400.0
4714,2019,sedhiou,Oignon frais,Morceau,
4715,2019,sedhiou,Oignon frais,Tas,100.0
4716,2019,sedhiou,Oignon frais,Unit,50.0
4717,2019,sedhiou,Orange,Kg,312.5
4718,2019,sedhiou,Orange,Sachet,
4719,2019,sedhiou,Orange,Seau,
4720,2019,sedhiou,Orange,Tas,500.0
4721,2019,sedhiou,Orange,Unit,175.0
4722,2019,sedhiou,Pain moderne,Demi-Miche,100.0
4723,2019,sedhiou,Pain moderne,Miche,100.0
4724,2019,sedhiou,Pain moderne,Tiers de Miche,75.0
4725,2019,sedhiou,Pain traditionnel,Demi-Miche,100.0
4726,2019,sedhiou,Pain traditionnel,Miche,100.0
4727,2019,sedhiou,Pain traditionnel,Sachet,
4728,2019,sedhiou,Pain traditionnel,Tiers de Miche,50.0
4729,2019,sedhiou,"Pastèque, Melon",Kg,
4730,2019,sedhiou,"Pastèque, Melon",Tranche,
4731,2019,sedhiou,"Pastèque, Melon",Unit,500.0
4732,2019,sedhiou,Patate douce,Bassine,
4733,2019,sedhiou,Patate douce,Kg,500.0
4734,2019,sedhiou,Patate douce,Morceau,50.0
4735,2019,sedhiou,Patate douce,Seau,
4736,2019,sedhiou,Patate douce,Tas,100.0
4737,2019,sedhiou,Patate douce,Unit,100.0
4738,2019,sedhiou,Petit pois secs,Boite De Tomate/Pot,
4739,2019,sedhiou,Petit pois secs,Kg,700.0
4740,2019,sedhiou,Petit pois secs,Sachet,250.0
4741,2019,sedhiou,Petits pois conserve,Boite De Tomate/Pot,
4742,2019,sedhiou,Petits pois conserve,Boîte,500.0
4743,2019,sedhiou,Petits pois conserve,Sachet,
4744,2019,sedhiou,Piment,Boite De Tomate/Pot,
4745,2019,sedhiou,Piment,Kg,25.0
4746,2019,sedhiou,Piment,Sachet,25.0
4747,2019,sedhiou,Piment,Tas,37.5
4748,2019,sedhiou,Piment,Unit,50.0
4749,2019,sedhiou,Poisson frais thiof/seudd (baracouda),Kg,1000.0
4750,2019,sedhiou,Poisson frais thiof/seudd (baracouda),Morceau,1800.0
4751,2019,sedhiou,Poisson frais thiof/seudd (baracouda),Tas,166.6666667
4752,2019,sedhiou,Poisson frais wass,Kg,100.0
4753,2019,sedhiou,Poisson frais wass,Tas,500.0
4754,2019,sedhiou,Poisson frais wass,Unit,1000.0
4755,2019,sedhiou,Poisson frais yaboy ou obo (sardinelle),Kg,500.0
4756,2019,sedhiou,Poisson frais yaboy ou obo (sardinelle),Tas,250.0
4757,2019,sedhiou,Poisson frais yaboy ou obo (sardinelle),Unit,100.0
4758,2019,sedhiou,Poisson fumé kétiakh (sardinelle),Kg,500.0
4759,2019,sedhiou,Poisson fumé kétiakh (sardinelle),Sachet,
4760,2019,sedhiou,Poisson fumé kétiakh (sardinelle),Tas,100.0
4761,2019,sedhiou,Poisson fumé kétiakh (sardinelle),Unit,50.0
4762,2019,sedhiou,"Poisson séché (tambadiang, kong, etc.)",Kg,900.0
4763,2019,sedhiou,"Poisson séché (tambadiang, kong, etc.)",Morceau,50.0
4764,2019,sedhiou,"Poisson séché (tambadiang, kong, etc.)",Tas,500.0
4765,2019,sedhiou,"Poisson séché (tambadiang, kong, etc.)",Unit,50.0
4766,2019,sedhiou,Poivron frais,Kg,2000.0
4767,2019,sedhiou,Poivron frais,Tas,200.0
4768,2019,sedhiou,Poivron frais,Tranche,50.0
4769,2019,sedhiou,Poivron frais,Unit,50.0
4770,2019,sedhiou,Pomme de terre,Kg,600.0
4771,2019,sedhiou,Pomme de terre,Tas,225.0
4772,2019,sedhiou,Pomme de terre,Unit,25.0
4773,2019,sedhiou,Poulet sur pied,Unit,3000.0
4774,2019,sedhiou,Pâte d'arachide,Kg,950.0
4775,2019,sedhiou,Pâte d'arachide,Sachet,200.0
4776,2019,sedhiou,Pâte d'arachide,Seau,
4777,2019,sedhiou,Pâte d'arachide,Tablespoon,6500.0
4778,2019,sedhiou,Pâtes alimentaires,Boite De Tomate/Pot,
4779,2019,sedhiou,Pâtes alimentaires,Kg,800.0
4780,2019,sedhiou,Pâtes alimentaires,Paquet,250.0
4781,2019,sedhiou,Pâtes alimentaires,Sachet,200.0
4782,2019,sedhiou,Riz importé brisé,Boite De Tomate/Pot,14500.0
4783,2019,sedhiou,Riz importé brisé,Kg,14000.0
4784,2019,sedhiou,Riz importé brisé,Sac (50 Kg),
4785,2019,sedhiou,Riz importé entier,Boite De Tomate/Pot,12500.0
4786,2019,sedhiou,Riz importé entier,Kg,8500.0
4787,2019,sedhiou,Riz local brisé,Boite De Tomate/Pot,10000.0
4788,2019,sedhiou,Riz local brisé,Kg,14000.0
4789,2019,sedhiou,Riz local entier,Boite De Tomate/Pot,13500.0
4790,2019,sedhiou,Riz local entier,Kg,9500.0
4791,2019,sedhiou,"Salade (laitue, batavia, etc.)",Tas,200.0
4792,2019,sedhiou,"Salade (laitue, batavia, etc.)",Unit,150.0
4793,2019,sedhiou,Sel,Boite De Tomate/Pot,100.0
4794,2019,sedhiou,Sel,Boîte,
4795,2019,sedhiou,Sel,Kg,50.0
4796,2019,sedhiou,Sel,Sac,
4797,2019,sedhiou,Sel,Sachet,50.0
4798,2019,sedhiou,Sel,Seau,
4799,2019,sedhiou,Sel,Tablespoon,100.0
4800,2019,sedhiou,Sorgho,Boite De Tomate/Pot,
4801,2019,sedhiou,Sorgho,Kg,
4802,2019,sedhiou,Soumbala (netetou),Boite De Tomate/Pot,
4803,2019,sedhiou,Soumbala (netetou),Boule (Dankk),25.0
4804,2019,sedhiou,Soumbala (netetou),Kg,500.0
4805,2019,sedhiou,Soumbala (netetou),Sachet,25.0
4806,2019,sedhiou,Soumbala (netetou),Tas,25.0
4807,2019,sedhiou,Soumbala (netetou),Unit,75.0
4808,2019,sedhiou,Sucre (poudre ou morceaux),Kg,600.0
4809,2019,sedhiou,Sucre (poudre ou morceaux),Paquet (1 Kg),
4810,2019,sedhiou,Sucre (poudre ou morceaux),Sac,
4811,2019,sedhiou,Sucre (poudre ou morceaux),Sachet,100.0
4812,2019,sedhiou,Sucre (poudre ou morceaux),Teacup,600.0
4813,2019,sedhiou,Sucre (poudre ou morceaux),Unit,1000.0
4814,2019,sedhiou,"Taro (diabéré), macabo",Kg,
4815,2019,sedhiou,"Taro (diabéré), macabo",Tas,
4816,2019,sedhiou,"Taro (diabéré), macabo",Unit,
4817,2019,sedhiou,Thé,Paquet,100.0
4818,2019,sedhiou,Thé,Sachet,100.0
4819,2019,sedhiou,Thé,Teacup,100.0
4820,2019,sedhiou,Tomate fraîche,Boite De Tomate/Pot,137.5
4821,2019,sedhiou,Tomate fraîche,Bol,
4822,2019,sedhiou,Tomate fraîche,Kg,2000.0
4823,2019,sedhiou,Tomate fraîche,Morceau,100.0
4824,2019,sedhiou,Tomate fraîche,Sachet,100.0
4825,2019,sedhiou,Tomate fraîche,Tas,100.0
4826,2019,sedhiou,Tomate fraîche,Unit,100.0
4827,2019,sedhiou,Viande de b__uf,Kg,2500.0
4828,2019,sedhiou,Viande de b__uf,Tas,750.0
4829,2019,sedhiou,Viande de chèvre,Kg,2833.333333
4830,2019,sedhiou,Viande de chèvre,Tas,1200.0
4831,2019,sedhiou,Viande de chèvre,Unit,
4832,2019,sedhiou,Viande de mouton,Kg,
4833,2019,sedhiou,Viande de mouton,Unit,
4834,2019,sedhiou,Viande de porc,Kg,
4835,2019,sedhiou,Viande de poulet,Sachet,
4836,2019,sedhiou,Viande de poulet,Unit,3500.0
4837,2019,sedhiou,Vinaigre /moutarde,Bouteille de 1 Litre,500.0
4838,2019,sedhiou,Vinaigre /moutarde,Bouteille de 25cl,150.0
4839,2019,sedhiou,Vinaigre /moutarde,Bouteilles,275.0
4840,2019,sedhiou,Vinaigre /moutarde,Litre,500.0
4841,2019,sedhiou,Vinaigre /moutarde,Pot,500.0
4842,2019,sedhiou,Vinaigre /moutarde,Sachet,25.0
4843,2019,sedhiou,Vinaigre /moutarde,Tablespoon,500.0
4844,2019,sedhiou,Vinaigre /moutarde,Teacup,100.0
4845,2019,tambacounda,"Abats et tripes (foie, rognon, etc.)",Lakhass,100.0
4846,2019,tambacounda,Ail,Kg,1500.0
4847,2019,tambacounda,Ail,Sachet,25.0
4848,2019,tambacounda,Ail,Tas,100.0
4849,2019,tambacounda,Ail,Tranche,68.75
4850,2019,tambacounda,Ail,Unit,50.0
4851,2019,tambacounda,Ananas,Boite De Tomate/Pot,
4852,2019,tambacounda,Ananas,Unit,
4853,2019,tambacounda,Arachide grillée,Boite De Tomate/Pot,
4854,2019,tambacounda,Arachide grillée,Cornet,
4855,2019,tambacounda,Arachide grillée,Kg,
4856,2019,tambacounda,Arachide grillée,Sachet,25.0
4857,2019,tambacounda,Arachide grillée,Teacup,
4858,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),Boite De Tomate/Pot,287.5
4859,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),Boîte,
4860,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),Cup/Goblet,
4861,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),Kg,500.0
4862,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),Louche Traditionnelle,
4863,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),Sachet,100.0
4864,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),Teacup,50.0
4865,2019,tambacounda,Arachides fraîches en coques,Boite De Tomate/Pot,
4866,2019,tambacounda,Arachides fraîches en coques,Kg,
4867,2019,tambacounda,Arachides fraîches en coques,Sachet,
4868,2019,tambacounda,Arachides fraîches en coques,Teacup,
4869,2019,tambacounda,Arachides séchées en coques,Boite De Tomate/Pot,
4870,2019,tambacounda,Arachides séchées en coques,Calebasse,
4871,2019,tambacounda,Arachides séchées en coques,Kg,350.0
4872,2019,tambacounda,Arachides séchées en coques,Teacup,
4873,2019,tambacounda,"Arôme (Maggi, Jumbo, etc.)",Bouteilles,
4874,2019,tambacounda,"Arôme (Maggi, Jumbo, etc.)",Sachet,75.0
4875,2019,tambacounda,Attiéke,Sachet,
4876,2019,tambacounda,"Aubergine, Courge/Courgette",Kg,550.0
4877,2019,tambacounda,"Aubergine, Courge/Courgette",Morceau,50.0
4878,2019,tambacounda,"Aubergine, Courge/Courgette",Tas,100.0
4879,2019,tambacounda,"Aubergine, Courge/Courgette",Tranche,
4880,2019,tambacounda,"Aubergine, Courge/Courgette",Unit,50.0
4881,2019,tambacounda,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Boite De Tomate/Pot,
4882,2019,tambacounda,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Bol,
4883,2019,tambacounda,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Sachet,
4884,2019,tambacounda,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Tas,25.0
4885,2019,tambacounda,Autres condiments (poivre etc.),Sachet,25.0
4886,2019,tambacounda,Autres condiments (poivre etc.),Tablespoon,2000.0
4887,2019,tambacounda,Autres céréales,Kg,
4888,2019,tambacounda,Autres farines de céréales,Louche Traditionnelle,
4889,2019,tambacounda,"Autres fruits (pommes, raisin, etc.)",Sachet,
4890,2019,tambacounda,"Autres fruits (pommes, raisin, etc.)",Unit,200.0
4891,2019,tambacounda,Autres légumes secs n.d.a,Sachet,50.0
4892,2019,tambacounda,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Kg,1700.0
4893,2019,tambacounda,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Tas,1000.0
4894,2019,tambacounda,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Kg,2000.0
4895,2019,tambacounda,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Tas,166.6666667
4896,2019,tambacounda,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Unit,150.0
4897,2019,tambacounda,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Paquet,100.0
4898,2019,tambacounda,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Pot,
4899,2019,tambacounda,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Sachet,100.0
4900,2019,tambacounda,Autres viandes n.d.a,Kg,
4901,2019,tambacounda,Banane douce,Kg,600.0
4902,2019,tambacounda,Banane douce,Régime,
4903,2019,tambacounda,Banane douce,Tas,200.0
4904,2019,tambacounda,Banane douce,Unit,75.0
4905,2019,tambacounda,"Beignets, galettes",Kg,
4906,2019,tambacounda,"Beignets, galettes",Sachet,100.0
4907,2019,tambacounda,"Beignets, galettes",Unit,
4908,2019,tambacounda,Beurre,Morceau,50.0
4909,2019,tambacounda,Beurre,Pot,1000.0
4910,2019,tambacounda,Beurre,Sachet,50.0
4911,2019,tambacounda,Beurre,Seau,6000.0
4912,2019,tambacounda,Beurre,Tablespoon,25.0
4913,2019,tambacounda,Beurre,Tablette,600.0
4914,2019,tambacounda,Beurre,Teaspoon,800.0
4915,2019,tambacounda,Beurre de karité,Boite De Tomate/Pot,1000.0
4916,2019,tambacounda,Beurre de karité,Boule (Dankk),
4917,2019,tambacounda,Beurre de karité,Morceau,
4918,2019,tambacounda,Beurre de karité,Sachet,
4919,2019,tambacounda,Biscuits,Paquet,50.0
4920,2019,tambacounda,Biscuits,Sachet,50.0
4921,2019,tambacounda,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",Bouteilles,250.0
4922,2019,tambacounda,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",Litre,300.0
4923,2019,tambacounda,Bières industrielles,Canette,700.0
4924,2019,tambacounda,Bières industrielles,Litre,1200.0
4925,2019,tambacounda,"Boissons gazeuses (coca, etc.)","Bouteille de 1,5 L",775.0
4926,2019,tambacounda,"Boissons gazeuses (coca, etc.)",Bouteille de 1L,
4927,2019,tambacounda,"Boissons gazeuses (coca, etc.)",Bouteille de 25cl,
4928,2019,tambacounda,"Boissons gazeuses (coca, etc.)",Canette,300.0
4929,2019,tambacounda,Café,Boîte,900.0
4930,2019,tambacounda,Café,Kg,1450.0
4931,2019,tambacounda,Café,Sachet,50.0
4932,2019,tambacounda,Café,Teacup,
4933,2019,tambacounda,Café,Teaspoon,750.0
4934,2019,tambacounda,Canne à sucre,Morceau,
4935,2019,tambacounda,Canne à sucre,Unit,
4936,2019,tambacounda,"Caramel, bonbons, confiseries, etc",Sachet,
4937,2019,tambacounda,"Caramel, bonbons, confiseries, etc",Unit,50.0
4938,2019,tambacounda,Carotte,Kg,400.0
4939,2019,tambacounda,Carotte,Morceau,75.0
4940,2019,tambacounda,Carotte,Tas,100.0
4941,2019,tambacounda,Carotte,Tranche,
4942,2019,tambacounda,Carotte,Unit,50.0
4943,2019,tambacounda,"Charcuterie (jambon, saucisson), conserves de viandes",Sachet,1400.0
4944,2019,tambacounda,Chocolat en poudre,Sachet,
4945,2019,tambacounda,"Chocolat à croquer, pâte à tartiner",Pot,900.0
4946,2019,tambacounda,"Chocolat à croquer, pâte à tartiner",Tablespoon,487.5
4947,2019,tambacounda,Choux,Kg,400.0
4948,2019,tambacounda,Choux,Morceau,100.0
4949,2019,tambacounda,Choux,Tas,100.0
4950,2019,tambacounda,Choux,Unit,100.0
4951,2019,tambacounda,Citrons,Bouteille de 1 Litre,
4952,2019,tambacounda,Citrons,Kg,500.0
4953,2019,tambacounda,Citrons,Litre,600.0
4954,2019,tambacounda,Citrons,Sachet,100.0
4955,2019,tambacounda,Citrons,Tas,100.0
4956,2019,tambacounda,Citrons,Unit,800.0
4957,2019,tambacounda,Concentré de tomate,Boite De Tomate/Pot,2500.0
4958,2019,tambacounda,Concentré de tomate,Kg,1400.0
4959,2019,tambacounda,Concentré de tomate,Sachet,100.0
4960,2019,tambacounda,Concentré de tomate,Seau,300.0
4961,2019,tambacounda,Concentré de tomate,Tablespoon,325.0
4962,2019,tambacounda,Concombre,Morceau,
4963,2019,tambacounda,Concombre,Tas,
4964,2019,tambacounda,Concombre,Unit,150.0
4965,2019,tambacounda,Conserves de poisson,Boîte,
4966,2019,tambacounda,Croissants,Unit,300.0
4967,2019,tambacounda,"Cube alimentaire (Maggi, Jumbo, )",Bol,1125.0
4968,2019,tambacounda,"Cube alimentaire (Maggi, Jumbo, )",Cube,25.0
4969,2019,tambacounda,"Cube alimentaire (Maggi, Jumbo, )",Sachet,100.0
4970,2019,tambacounda,Dattes,Barquette,900.0
4971,2019,tambacounda,Dattes,Kg,1200.0
4972,2019,tambacounda,Dattes,Sachet,100.0
4973,2019,tambacounda,Eau minérale/ filtrée,"Bouteille de 1,5 L",400.0
4974,2019,tambacounda,Eau minérale/ filtrée,Bouteille de 10L,1000.0
4975,2019,tambacounda,Eau minérale/ filtrée,Bouteille de 5L,
4976,2019,tambacounda,Eau minérale/ filtrée,Sachet,
4977,2019,tambacounda,Farine de blé local ou importé,Kg,7125.0
4978,2019,tambacounda,Farine de blé local ou importé,Sachet,150.0
4979,2019,tambacounda,Farine de maïs,Boite De Tomate/Pot,250.0
4980,2019,tambacounda,Farine de maïs,Kg,250.0
4981,2019,tambacounda,Farine de maïs,Sac (50 Kg),
4982,2019,tambacounda,Farine de maïs,Sachet,
4983,2019,tambacounda,Farine de mil,Boite De Tomate/Pot,200.0
4984,2019,tambacounda,Farine de mil,Kg,250.0
4985,2019,tambacounda,Farine de mil,Sachet,
4986,2019,tambacounda,Feuilles d'oseille (bissap),Boite De Tomate/Pot,
4987,2019,tambacounda,Feuilles d'oseille (bissap),Bol,50.0
4988,2019,tambacounda,Feuilles d'oseille (bissap),Tas,50.0
4989,2019,tambacounda,Feuilles de baobab (lalo),Boite De Tomate/Pot,500.0
4990,2019,tambacounda,Feuilles de baobab (lalo),Kg,700.0
4991,2019,tambacounda,Feuilles de baobab (lalo),Louche Traditionnelle,
4992,2019,tambacounda,Feuilles de baobab (lalo),Sachet,50.0
4993,2019,tambacounda,Feuilles de haricot/niébé,Boite De Tomate/Pot,400.0
4994,2019,tambacounda,Feuilles de haricot/niébé,Sachet,
4995,2019,tambacounda,Feuilles de haricot/niébé,Tas,50.0
4996,2019,tambacounda,"Feuilles de manioc, feuilles de taro et autres feuilles",Boite De Tomate/Pot,
4997,2019,tambacounda,"Feuilles de manioc, feuilles de taro et autres feuilles",Sachet,
4998,2019,tambacounda,"Feuilles de manioc, feuilles de taro et autres feuilles",Tas,50.0
4999,2019,tambacounda,Feuilles de nébéday (moringa),Boite De Tomate/Pot,
5000,2019,tambacounda,Feuilles de nébéday (moringa),Sachet,
5001,2019,tambacounda,Feuilles de nébéday (moringa),Tas,175.0
5002,2019,tambacounda,Fonio,Kg,2000.0
5003,2019,tambacounda,Fromage,Morceau,
5004,2019,tambacounda,Fromage,Unit,1200.0
5005,2019,tambacounda,Gibiers,Tas,350.0
5006,2019,tambacounda,Gingembre,Kg,1350.0
5007,2019,tambacounda,Gingembre,Sachet,100.0
5008,2019,tambacounda,Gingembre,Tas,100.0
5009,2019,tambacounda,Gombo frais,Boite De Tomate/Pot,100.0
5010,2019,tambacounda,Gombo frais,Kg,700.0
5011,2019,tambacounda,Gombo frais,Sachet,100.0
5012,2019,tambacounda,Gombo frais,Seau,
5013,2019,tambacounda,Gombo frais,Tas,100.0
5014,2019,tambacounda,Gombo frais,Unit,50.0
5015,2019,tambacounda,Gombo sec,Boite De Tomate/Pot,200.0
5016,2019,tambacounda,Gombo sec,Cup/Goblet,500.0
5017,2019,tambacounda,Gombo sec,Sachet,50.0
5018,2019,tambacounda,Gâteaux,Sachet,2500.0
5019,2019,tambacounda,Haricot vert,Kg,
5020,2019,tambacounda,Haricot vert,Tas,
5021,2019,tambacounda,Huile d'arachide raffinée,"12,5cl(Demi Walatt)",
5022,2019,tambacounda,Huile d'arachide raffinée,Boite De Tomate/Pot,
5023,2019,tambacounda,Huile d'arachide raffinée,Bouteille de 25cl,300.0
5024,2019,tambacounda,Huile d'arachide raffinée,Demi Litre,400.0
5025,2019,tambacounda,Huile d'arachide raffinée,Litre,1000.0
5026,2019,tambacounda,Huile d'arachide raffinée,Quart De Litre,225.0
5027,2019,tambacounda,Huile d'arachide raffinée,Sachet,175.0
5028,2019,tambacounda,Huile d'arachide raffinée,Verre,13000.0
5029,2019,tambacounda,"Huile d____arachide ""ségal""",Cup/Goblet,250.0
5030,2019,tambacounda,"Huile d____arachide ""ségal""",Litre,800.0
5031,2019,tambacounda,"Huile d____arachide ""ségal""",Quart De Litre,237.5
5032,2019,tambacounda,Huile de coton,Quart De Litre,250.0
5033,2019,tambacounda,Huile de coton,Sachet,
5034,2019,tambacounda,Huile de palme raffinée,Bouteille de 25cl,
5035,2019,tambacounda,Huile de palme raffinée,Cup/Goblet,
5036,2019,tambacounda,Huile de palme raffinée,Demi Litre,
5037,2019,tambacounda,Huile de palme raffinée,Litre,
5038,2019,tambacounda,Huile de palme raffinée,Quart De Litre,
5039,2019,tambacounda,Huile de palme rouge,"12,5cl(Demi Walatt)",300.0
5040,2019,tambacounda,Huile de palme rouge,Boite De Tomate/Pot,300.0
5041,2019,tambacounda,Huile de palme rouge,Bouteille de 50 cl,500.0
5042,2019,tambacounda,Huile de palme rouge,Cup/Goblet,575.0
5043,2019,tambacounda,Huile de palme rouge,Demi Litre,550.0
5044,2019,tambacounda,Huile de palme rouge,Litre,1000.0
5045,2019,tambacounda,Huile de palme rouge,Louche Traditionnelle,
5046,2019,tambacounda,Huile de palme rouge,Quart De Litre,237.5
5047,2019,tambacounda,Huile de palme rouge,Sachet,175.0
5048,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Boite De Tomate/Pot,
5049,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 1 Litre,1200.0
5050,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 25cl,
5051,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 5 Litres,5000.0
5052,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Demi Litre,500.0
5053,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Litre,1000.0
5054,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Quart De Litre,250.0
5055,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Sachet,637.5
5056,2019,tambacounda,Igname,Kg,500.0
5057,2019,tambacounda,Igname,Morceau,50.0
5058,2019,tambacounda,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 1L,
5059,2019,tambacounda,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 33cl,
5060,2019,tambacounda,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Brique Carton,1000.0
5061,2019,tambacounda,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Litre,500.0
5062,2019,tambacounda,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Sachet,100.0
5063,2019,tambacounda,Jus en poudre,Sachet,100.0
5064,2019,tambacounda,"Lait caillé, yaourt",Boite De Tomate/Pot,400.0
5065,2019,tambacounda,"Lait caillé, yaourt",Cup/Goblet,
5066,2019,tambacounda,"Lait caillé, yaourt",Litre,
5067,2019,tambacounda,"Lait caillé, yaourt",Louche Traditionnelle,50.0
5068,2019,tambacounda,"Lait caillé, yaourt",Sachet,100.0
